ID	Disease Name	MeSH Scope Note
D000077275	Craniofacial Fibrous Dysplasia	Mostly benign fibro-osseous proliferation of the facial bones and skull. It can be either monostotic (localized to a single bone) or polyostotic (localized to more than one bone) type.
D000077277	Esophageal Squamous Cell Carcinoma	A carcinoma that originates usually from cells on the surface of the middle and lower third of the ESOPHAGUS. Tumor cells exhibit typical squamous morphology and form large polypoid lesions. Mutations in RNF6, LZTS1, TGFBR2, DEC1, and WWOX1 genes are associated with this cancer.
D000077295	Urinary Bladder, Underactive	Symptom of underactive detrusor muscle of the URINARY BLADDER that contracts with abnormally reduced strength or duration resulting in an incomplete and/or prolonged bladder emptying.
D000077299	Healthcare-Associated Pneumonia	Infection of the lung often accompanied by inflammation that is acquired through an interaction within a healthcare institution often through a therapeutic experience (e.g., use of catheters or ventilators).
D000077342	Post-Lyme Disease Syndrome	A condition caused by long-lasting and ongoing infection with the spirochete Borrelia burgdorferi resulting in progressive inflammatory neurologic, neuromuscular, and dermatologic manifestations including ENCEPHALITIS; MYELITIS; acrodermatitis chronica atrophicans; and ARTHRITIS.
D000077428	GATA2 Deficiency	A rare disorder of the immune system with wide-ranging effects which include GATA2 Transcription Factor dysfunction, immunodeficiency, myelodysplastic syndrome (ineffective blood cell production), lung disease, and problems of the vascular and lymphatic system.
D000077684	Cauda Equina Syndrome	Compressive lesion affecting the nerve roots of the CAUDA EQUINA (e.g., compression, herniation, inflammation, rupture, or stenosis), which controls the function of the bladder and bowel. Symptoms may include neurological dysfunction of bladder or bowels, loss of sexual sensation and altered sensation or paralysis in the lower extremities.
D000077733	Immunoglobulin G4-Related Disease	A spectrum of systemic autoimmune diseases in which IMMUNOGLOBULIN G4 plays a pathophysiologic role. It can affect multiple organs in highly variable presentations, characterized by inflammatory lesions composed of IgG4-positive PLASMA CELLS, further infiltrated by T helper cells (T-LYMPHOCYTES, HELPER-INDUCER) when linked to progressive FIBROSIS and eventual organ damage.
D000077765	Cone Dystrophy	A general term which describes a group of rare eye disorders that affect the cone cells of the RETINA. Cone dystrophy can cause a variety of symptoms including decreased visual clarity or acuity when looking straight ahead (central vision), a reduced ability to see colors, and an increased sensitivity to light (PHOTOPHOBIA).
D000077777	Myopericytoma	Rare myofibroma-like perivascular soft tissue tumor, usually benign, characterized by concentric perivascular proliferation.
D000077779	Pancreatic Intraductal Neoplasms	EPITHELIAL NEOPLASMS with pancreatic ductal differentiation that arise from the EXOCRINE PANCREAS and grow mostly within the PANCREATIC DUCTS. They are characterized by the presence of intraductal masses with mostly papillary growth pattern. Overt production of MUCIN within the pancreatic duct is associated with pancreatic intraductal papillary-mucinous neoplasm but not intraductal tubulopapillary neoplasm.
D000077962	Body-Weight Trajectory	A general pattern of body weight gain or loss over many years. Weight change trajectory is influenced by several determinants in children and adults.
D000078064	Gestational Weight Gain	Increase in body weight of the mother during the course of her PREGNANCY.
D000079262	Obesity, Maternal	BODY MASS INDEX in PREGNANT WOMEN that is excessively above the recommended cut-off.
D000079263	Vaccine-Preventable Diseases	Diseases for which vaccines exist that can confer partial or complete protection. (World Health Organization vaccine-safety-training.org)
D000079426	Vector Borne Diseases	Infectious diseases transmitted by DISEASE VECTORS.
D000079524	Narcotic-Related Disorders	Disorders related to or resulting from abuse or misuse of NARCOTICS.
D000079562	Rumination Syndrome	A gastrointestinal disorder characterized by repetitive and effortless regurgitation of ingested food from the stomach to the oral cavity in the early POSTPRANDIAL PERIOD. It is associated with functional gastrointestinal pathology (e.g., increased intra-gastric pressure) and psychiatric disorders (e.g., anxiety, depression). It is not limited to infants and distinct from GERD and VOMITING.
D000079689	Opioid-Induced Constipation	CONSTIPATION associated with the use of OPIOIDS.
D000079690	Postoperative Cognitive Complications	COGNITIVE IMPAIRMENT or functional decline after a surgical procedure.
D000079822	Extranodal Extension	A penetration of LYMPH NODE metastatic cells through the nodal capsule into the perinodal fatty tissue used in a TUMOR STAGING system (the TNM staging system).
D000080038	Anomalous Left Coronary Artery	Malformations of left CORONARY ARTERY where it is connected to the PULMONARY ARTERY instead of the AORTA.
D000080039	Univentricular Heart	Rare congenital heart malformation with a single ventricle (HEART VENTRICLES) instead of the usual two.
D000080041	Congenitally Corrected Transposition of the Great Arteries	A rare heart defect that occurs when the HEART VENTRICLES and attached valves, the MITRAL VALVE and the TRICUSPID VALVE are reversed so that the AORTA and the PULMONARY ARTERY are connected to the wrong ventricle. Although the heart valves and the two great arteries, the PULMONARY ARTERY and the AORTA are transposed, the blood flows to the correct place because the ventricles are also reversed and therefore corrects the transposition. It often occurs with other structural heart abnormalities.
D000080203	Hamman-Rich Syndrome	Acute idiopathic interstitial pneumonitis characterized by diffuse PULMONARY ALVEOLI damage with uniform edematous connective tissue proliferation. It is often associated with extensive fibroblastic distortion of the lung parenchyma and leads to ADULT RESPIRATORY DISTRESS SYNDROME in later stages.
D000080222	Pancreaticobiliary Maljunction	A group of anatomical variations in which the COMMON BILE DUCT and MAIN PANCREATIC DUCT are joined outside the duodenal wall often with abnormally long common channel rather than at the SPHINCTER OF ODDI.
D000080223	Chronic Urticaria	Wheals (urticaria) and/or angioedema presented with daily symptoms lasting for more than 6 weeks. It may be classified into chronic spontaneous and chronic inducible urticaria depending on whether a specific trigger can be linked to the development of vascular reaction.
D000080311	Synesthesia	The experience of involuntary sensory cross activation where the presentation of a particular stimulus elicits a secondary sensory-perceptual experience. It most commonly occurs in the association of color with linguistic stimuli such as letters, numbers, words, or music, but can also occur between other senses. Although synesthesia can be acquired or transient due to trauma or drug use, there is also a strong genetic component, with a prevalence of about 1 in 2,000 individuals and a female to male ratio of 6:1.
D000080322	Cyclodialysis Clefts	Finding of a separation of the CILIARY BODY in the SCLERAL SPUR region, creating aqueous outflow from the ANTERIOR CHAMBER into suprachoroidal space between the CHOROID and the SCLERA. Persistent cyclodialysis clefts may be associated with OCULAR HYPOTENSION and OPTIC DISC EDEMA.
D000080323	Uveal Effusion Syndrome	Rare disease characterized by suprachoroidal fluid accumulation between the CHOROID and the SCLERA, annular detachment of the CHOROID, often with secondary RETINAL DETACHMENT; OPTIC DISK EDEMA, and minimal signs of UVEITIS and INTRAOCULAR PRESSURE changes.
D000080324	Choroidal Effusions	Finding of fluid accumulation between the CHOROID and the SCLERA.
D000080343	Meibomian Gland Dysfunction	A chronic dysfunction of MEIBOMIAN GLANDS characterized by altered tear film stability and function due to a decrease or alteration in lipid quality/content in meibum. It is often associated with evaporative-type DRY EYE SYNDROME.
D000080344	Optic Nerve Hypoplasia	A group of rare genetic disorders characterized by underdeveloped OPTIC NERVES, resulting in increased incidences of vision impairment, CONGENITAL NYSTAGMUS and STRABISMUS. It may be syndromic, and is often associated with CNS malformations.
D000080345	Familial Exudative Vitreoretinopathies	A group of inherited disorders characterized by incomplete development of the retinal vasculature. Its severity can vary from complete blindness in infancy, to mild or no visual problems, where small areas of vascular defects are observable only by FLUORESCEIN ANGIOGRAPHY. Exudative vitreoretinopathy 1 is associated with mutations in the FZD4 gene.
D000080346	Retinal Arterial Macroaneurysm	An acquired dilation of the retinal artery often associated with systemic HYPERTENSION.
D000080362	Stargardt Disease	A juvenile-onset macular dystrophy characterized by progressive loss of VISUAL ACUITY with normal acuity in peripheral VISUAL FIELDS. Other associated clinical features may include LIPOFUSCIN fundus autofluorescence, atrophy of the RETINAL PIGMENT EPITHELIUM, loss of color vision, PHOTOPHOBIA and PARACENTRAL SCOTOMA. Germline mutations in the ABCA4 gene have been identified in recessive and dominant diseases.
D000080363	White Dot Syndromes	A group of idiopathic multifocal posterior uveitis syndromes involving the CHOROID; RETINAL PIGMENT EPITHELIUM; and RETINA. They are characterized by multiple lesions of hypoautofluorescent dots in the FUNDUS OCULI and reduced VISUAL ACUITY. Several entities including BIRDSHOT CHORIORETINOPATHY are HLA-A ANTIGENS serotype A29 positive.
D000080364	Multifocal Choroiditis	A multifocal uveitis syndrome involving the RETINAL PIGMENT EPITHELIUM and capillary layer of the CHOROID. It is characterized by chronic UVEITIS and multiple CHOROID lesions referred to as white dots, blurry vision, floaters, sensitivity to light, blind spots, and eye discomfort.
D000080365	Birdshot Chorioretinopathy	A form of chorioretinitis characterized by multiple small, cream-colored LESIONS, symmetrically scattered mainly around the OPTIC DISK. These lesions are the most distinctive sign and often appear at the level of the RETINAL PIGMENT EPITHELIUM but, on occasion, suggest an even deeper infiltration and may ultimately lead to visual loss. An association with HLA-A29 antigen (see HLA-A ANTIGENS) has been observed in nearly all patients.
D000080422	Locked-In Syndrome	Acquired neuromuscular disorder characterized by complete paralysis of voluntary muscles and lower CRANIAL NERVES except for limited voluntary eye movements. It is due to various cerebrospinal disconnections at or near the PONS and the POSTERIOR CRANIAL FOSSA, typically secondary to pontine hemorrhage or infarct. Because cognitive function is intact it is sometimes referred to as a pseudocoma state.
D000080424	Cytokine Release Syndrome	A severe immune reaction characterized by excessive release of CYTOKINES. Symptoms include DYSPNEA; FEVER; HEADACHE; HYPOTENSION; NAUSEA; RASH; TACHYCARDIA; HYPOXIA; HYPERFERRITINEMIA, and MULTIPLE ORGAN FAILURE. It is associated with viral infections, SEPSIS; AUTOIMMUNE DISEASES and a variety of factors used in IMMUNOTHERAPY.
D000080443	Diffuse Intrinsic Pontine Glioma	A rare, aggressive brain tumor that forms in the GLIAL CELLS in the PONS.
D000080445	Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome	Syndrome with clinical features of both ASTHMA and COPD.
